JobTitle,job_role,Company,City,Column1,Province,remote?,Salary,Summary,experience?
Research Engineer - HCI Platform Architecture,data engineer,Facebook,Toronto,, ON,NO,,"Familiarity with machine learning or deep learning.
Work with local and remote cross-functional teams to lead the integration of research in machine learning…",no info
Data Engineer,data engineer,ecobee,Toronto,, ON,NO,,"Working closely with product, platform, server and mobile teams you will work to collect, preprocess and prepare our data in order to fulfill machine learning…",no info
Senior iOS Engineer,data engineer,Credit Sesame,Toronto,, ON,NO,,You’ll work with some of the sharpest minds on utilizing cutting edge architectural design patterns and coding standards.,no info
Entry Level Software Developer - Remote,software developer,"Calian, Advanced Technologies",Saskatoon,, SK,Remote,,"Three-tiered Java/C++ software developer, working with a small team of senior engineers enhancing systems used in the modelling and planning of satellite…",no info
Sr. Hardware Engineer,data engineer,iS5 Communications,Mississauga,, ON,NO,,You will utilize your expertise in design and development of products as you work with a lean and agile team of the best hardware and software engineers in the…,no info
Technical Project Manager,others,Wattpad,Toronto,, ON,NO,,"You have experience working with machine learning projects.
The squad you will be on is responsible for both improving the writer experience and increasing our…",experience required
Computer Vision Specialist/Engineer,data engineer,Besnovo,Ajax,, ON,NO,,"3+ years of computer vision, machine learning, and deep learning expertise.
Besnovo is seeking an experienced computer vision engineer/specialist to lead the…",experience required
Senior Machine Learning Engineer,data scientist,Ceridian,Toronto,, ON,NO,,"Enhance and improve machine learning ops pipeline.
Solid Machine Learning background and familiar with deep learning, speech and machine learning techniques.",no info
Big Data Engineer (Remote Optional),data engineer,Centro,Ontario,,ON,Remote,,Our platform processes over 300 billion events per day and uses AI and machine learning to automate and simplify the entire digital campaign process.,no info
ML Engineer - Framework,data engineer,TD Bank,Toronto,, ON,NO,,"Knowledge of machine learning algorithms.
Layer 6 develops advanced machine learning and deep learning systems that have the power to uplift large populations…",no info
Machine Learning Software Developer,data scientist,Loblaw Companies Limited,Canada,,Remote,Remote,,"Deployed machine learning models in GCP environment or basic familiarity to Kubernetes/Kubeflow.
We’re looking for a solid software engineer with a data science…",no info
Embedded Algorithm Development Engineer,data engineer,Analog Devices,Ottawa,, ON,NO,,"Work closely with algorithm and signal processing experts, Rx/Tx sub-system architects, design engineers and product engineers.
Solid Knowledge of RF systems.",no info
Data Engineer,data engineer,Localcoin,Toronto,, ON,NO,,"Beyond technical prowess, you'll need the soft skills it takes to communicate highly complex data trends to organizational leaders in a way that's easy to…",no info
Compute Performance Developer Technology Engineer - CUDA,data engineer,NVIDIA,Toronto,, ON,NO,,"While not a requirement, domain expertise in telecommunications, medical imaging, machine learning, deep learning, or natural sciences is helpful.",no info
Senior Data Engineer,data engineer,Wavo,Montreal,, QC,NO,,"Collaborate with other data engineers and machine learning teams to implement new data pipelines, improvements and fixes needed to build and extend our…",no info
Senior Data Scientist,data scientist,Microsoft,Vancouver,, BC,NO,,"Hands-on 3+ years of experience on machine learning, text analysis, data mining, and NLP.
Work with engineers in different feature areas to deliver the success…",experience required
AI Researcher (Computer vision),others,Roboeye,Toronto,, ON,NO,,"Experience in leading the development of computer vision and machine learning algorithms and applications.
Lead proof-of-concept implementations, prototypes and…",experience required
Senior Data Scientist - RACE21,data scientist,Teck Resources Limited,Vancouver,, BC,NO,,"Proficient in Python for data processing, statistical analysis, machine learning and visualization and skilled in writing SQL queries.",no info
Senior RF IC Design Engineer,data engineer,Ranovus,Ottawa,, ON,NO,,"Social networking, machine learning, and big data analytics demand ever-increasing network connectivity.
These ICs include classical RF analog circuits such as…",no info
Technical Product Owner - RACE21,others,Teck Resources Limited,Vancouver,, BC,NO,,"Deep understanding of big data, machine learning, business intelligence, data analytics and advanced visualizations is highly desirable.",no info
Build Software Engineer,data engineer,Electronic Arts,Vancouver,, BC,NO,,The SPI Team (Studios and Partner Integrations) is focused on extending EADP network reach and increasing the quality of experiences within the network.,experience required
Tableau Developer / Data Engineer,data engineer,TMX Group Limited,Toronto,, ON,NO,,"Experience designing a technology stack for machine learning is a plus.
The ideal candidate is an experienced data wizard who enjoys engineering data pipelines…",experience required
Cloud Engineer,data engineer,Loopio,Toronto,, ON,NO,,"Working with Product owners, Architects and Developers to find the best solution for services on the AWS platform.
Experience with Jenkins (CI/CD pipelines).",experience required
Senior RF IC Design Engineer,data engineer,Ranovus,Ottawa,, ON,NO,,"Social networking, machine learning, and big data analytics demand ever-increasing network connectivity.
These ICs include classical RF analog circuits such as…",no info
Research Intern - Interaction Tracking (PhD),others,Facebook,Toronto,, ON,NO,,"Experience in one or more of the following: Computer vision (e.g. e.g. tracking, pose estimation, action recognition), computer graphics (e.g. appearance,…",experience required
Data Science Lead,data scientist,Agility Fuel System,Kelowna,, BC,NO,,A deep understanding of a variety of statistical modelling and machine learning approaches and ability to apply them to a business problem.,no info
Technical Program Manager,others,"AMZN CAN Fulfillment Svcs, ULC",Vancouver,, BC,NO,,"Employing your superior communication and collaborative skills, you will work closely with cross functional stakeholders, software engineers and product teams…",no info
AI Scientist,data scientist,Paige,Ontario,,ON,NO,,"In this role you'll be part of a team of world-leading experts in machine learning, computer vision and pathology.
Attend conferences to present your work.",no info
Robotics and Automation Specialist,software developer,Kilmarnock Enterprise,Smiths Falls,, ON,NO,"$75,000 - $85,000 a year","Demonstrates equipment functions and features to machine operators.
Ongoing commitment to learning and continual development.
Job Types: Full-time, Permanent.",no info
Senior QA Engineer,data engineer,MedChart Inc.,Toronto,, ON,NO,,"Meeting with the software/product designers to determine quality assurance parameters.
Leading the QA team in designing QA test procedures.",no info
Software Developer,software developer,SSENSE,Montreal,, QC,NO,,"Experience working with two or more of the following: web application development, Unix/Linux environments, mobile application development, distributed and…",experience required
Data Scientist,data scientist,Apply Digital,Vancouver,, BC,NO,,"Demonstrable statistical modelling or machine learning experience in past projects.
Good understanding of machine learning techniques, such as supervised and…",experience required
Data Scientist/Machine Learning Engineer,data scientist,Staffinity Inc.,North York,, ON,NO,"$80,000 - $120,000 a year","We offer competitive salaries and great bonuses and perks!*.
Staffinity is looking for an Data Scientist/Machine Learning Engineer for a permanent, full time…",no info
Embedded IoT Hardware Engineer,data engineer,Microfactory Co-operative Inc.,Cobourg,, ON,NO,"$45,000 - $55,000 a year","Work with our mechanical engineers to integrate your designs.
Experience as a professional hardware IoT design engineer (Preference given to those with 2+ years…",experience required
Software Engineer,data engineer,Telesat,Ottawa,, ON,NO,,"The Software Engineer, working under the supervision of Senior Software Engineers and a Manager, will participate in the development of full-stack applications…",no info
Control Systems Engineer,data engineer,LJ Welding Automation,Edmonton,, AB,NO,$25 - $32 an hour,"Continuous learning of new technologies as required.
Design and execute test plans/procedures to verify reliability and machine safety.",no info
Intern – Data Engineer,data engineer,Rio Tinto,Montreal,, QC,NO,,"Data Science and Data Engineering roles have diverse, multi-industry backgrounds and comprehensive skills in the fields of data modelling, engineering, and…",no info
"Research Engineer, Vision",data engineer,Facebook,Montreal,, QC,NO,,"Experience developing machine learning algorithms or machine learning infrastructure in Python or C/C++.
Experience building systems based on machine learning …",experience required
"Machine Learning Engineer (Canada, Remote)",data scientist,Diligen,Toronto,, ON,Remote,"$74,062 - $188,358 a year","Experience in machine learning techniques for reliable content extraction.
3+ years of professional or academic experience in machine learning.",experience required
Mechanical Designer,others,WeighPack Systems Inc,Saint-Laurent,, QC,NO,,"Experience in pneumatic, automation & machine design.
We are seeking a talented Mechanical Designer who will work as part of the design team, collaborate with…",experience required
Machine Learning Engineer,data scientist,Boast Capital,Montreal,, QC,NO,,"Fullstack development of AI features and applications in various areas of the Boast.
Identify appropriate models to be used and improve model accuracy for the…",no info
Senior Machine Learning Engineer - InSight - OPS,data scientist,Iron Mountain,Remote,,Remote,Remote,,"The ML engineer works closely with multiple internal Iron Mountain teams to develop tech driven implementation solutions, create/enhance tools for performance…",no info
Research Scientist - Cell Biology & Assay Development,data scientist,AbCellera Biologics,Vancouver,, BC,NO,,"At AbCellera, we’re solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",no info
Site Reliability Engineer,data engineer,Paytm,Montreal,, QC,NO,,We are looking for Site Reliability Engineers who enjoy designing and developing systems where they can balance Reliability and Frequent Improvements.,no info
Software Developer - Desktop Applications,software developer,AbCellera Biologics,Vancouver,, BC,NO,,"Developing visualizations for the results of our machine learning analysis pipelines.
You will be joining a multi-disciplinary team of engineers, with expertise…",no info
Technical Recruiter - Software Development,others,AbCellera Biologics,Vancouver,, BC,NO,,"Sourcing top talent for high-impact roles across the different software/technical teams at AbCellera.
Partnering with hiring managers to assess talent needs and…",no info
"Software Engineer, Graph Platform",data engineer,Square,Toronto,, ON,NO,,"You lead small projects and mentor junior engineers.
Square made credit card payments possible for all by turning a mobile phone into a credit card reader.",no info
Senior Technical Recruiter (ML/AI),others,ServiceNow,Montreal,, QC,NO,,We are looking for someone to leverage their industry knowledge to assess the hiring needs of the business and effectively match candidates to the roles in…,no info
Senior Systems Engineer,data engineer,IDS Systems,Ottawa,, ON,NO,,"Work with team members to engineer projects, identify new products and solutions, and research solutions for existing clients.
WAN Technology (MPLS, VPLS, VPN).",no info
Computational Neuroscientist,data scientist,"Inscopix, Inc.",Vancouver,, BC,NO,,"Building machine learning models that predict behavioral states from neural data.
Applying machine learning and/or deep learning techniques to answer…",no info
"Research Engineer Intern, Simulation Technology",data engineer,NVIDIA,Canada,,Remote,Remote,,"Classwork background in core computer science areas, e.g.: algorithms, software design, UI design, computer graphics, machine learning.",no info
Machine Learning Engineer/Data Scientist,data scientist,Crescendo Technology,Toronto,, ON,NO,,"We are looking for someone with strong background in statistics, modelling and algorithms (machine learning or other) and who has the ability to convey complex…",no info
Medical Image Annotation Expert,others,MEDO AI,Edmonton,, AB,NO,,"Medical Image Annotation Expert MEDO.ai is a health-tech startup, dual headquartered in Edmonton and Singapore. We are looking for a passionate and talented…",no info
Cloud Specialist,software developer,Coveo,Montreal,, QC,NO,,"In your team, you'll quickly become the reference concerning the deployment of content developed by your peers, and make everyone's life easier by allowing…",no info
Sr. Software Engineer (Full Stack),data engineer,EarthDaily Analytics,Vancouver,, BC,NO,,From defining use cases for remote sensing ground segments and API driven services to secure transactional systems within a cloud-based infrastructure and…,no info
Entry Level Software Developer - Remote,software developer,"Calian, Advanced Technologies",Saskatoon,, SK,Remote,,The Entry Level Software Developer position is an exciting opportunity to join a growing Saskatchewan based tech organization. We're looking for developers…,no info
Power Systems Optimization Engineer,data engineer,BluWave-ai,Ottawa,, ON,NO,,At BluWave-ai our mission is to deliver innovative AI solutions to accelerate the transformation towards renewable energy. We apply AI to increase the use of…,no info
Senior Backend Engineer ( Ruby on Rails),data engineer,UserTesting,Vancouver,, BC,NO,,Job Description UserTesting is seeking a senior back-end engineer for its API Ecosystem team. which is working to turn manual processes into automated or self…,no info
General Labourer,others,HealthCraft Products Inc,Ottawa,, ON,NO,$16 - $18 an hour,General Manufacturing / Machine Shop Labourer (Business - Medical Equipment & Bathroom Accessories Manufacturer)* Performing tasks involving physical…,no info
Machine Learning Engineer,data scientist,nugget.ai,Toronto,, ON,NO,,nugget.ai is recruiting and screening candidates on behalf of our partner TEEMA recruiting group. TEEMA is recruiting on behalf of a research/IT firm that…,no info
Research Intern - Graphics Pixel Rendering (PhD),others,Facebook,Toronto,, ON,NO,,"The Facebook Reality Labs (FRL) Research Team brings together a world-class team of researchers, developers, and engineers to create the future of AR and VR,…",no info
Senior Frontend Engineer,data engineer,Credit Sesame,Toronto,, ON,NO,,"Credit Sesame is a fast growing FinTech company, a pioneer and the leader in personal credit management with a disruptive vision for personal finance through…",no info
Senior iOS Engineer,data engineer,Credit Sesame,Toronto,, ON,NO,,"Credit Sesame is a fast growing FinTech company, a pioneer and the leader in personal credit management with a disruptive vision for personal finance through…",no info
Software Developer 2,software developer,Intuit,Edmonton,, AB,NO,,"Overview The Intuit Search Team is growing, and we need you. The world runs on search. Everyday people ask, ""Who can help me?"" ""What are my opportunities?"" …",no info
Data Scientist/Machine Learning Engineer,data scientist,Staffinity Inc.,North York,, ON,NO,"$80,000 - $120,000 a year","About Staffinity Inc. We are your trusted bilingual recruiting, short and long-term staffing service provider. Our primary goal has been matching sought…",no info
Assembly Team Employees,others,SureShot Solutions,Lower Sackville,, NS,NO,"$28,000 - $34,000 a year","Assembly Team Employees SureShot Solutions® is a local company that designs, engineers, manufactures, and markets dispensers for beverages and beverage…",no info
Engineering Team Lead,data engineer,Wave,Toronto,, ON,NO,,"We believe small businesses are at the heart of our communities, and championing them is worth fighting for. We empower small business owners to manage their…",no info
Azure Data Engineer,data engineer,Capgemini,Brampton,, ON,NO,,"Experience - 6 ot 8 Years.
Work closely with client technical heads, business heads, and business analysts to understand and document business and technical…",experience required
Production Scientist - Antigens,data scientist,AbCellera,Vancouver,, BC,NO,,"At AbCellera, we're solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",no info
Senior Research Scientist – Antibody Expression,data scientist,AbCellera,Vancouver,, BC,NO,,"At AbCellera, we're solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",no info
Senior Software Engineer - Machine Learning,data scientist,realtor.com,Vancouver,, BC,NO,,"Collaborate closely with data scientists, product managers and other cross-functional teams.
Build end-points, pipelines and supporting infrastructure to…",no info
"Director, Data Usability and Ethics",others,Xero,Toronto,, ON,NO,,"You have a deep understanding of the regulatory frameworks and societal expectations around data use and machine-driven decisions, and you know how to translate…",no info
Senior Machine Learning Engineering Manager,data scientist,Brainmaven Corp,Toronto,, ON,NO,"$150,000 - $190,000 a year","Lead a team of machine learning engineers, machine learning researchers, and data scientists in delivering high impact machine learning solutions.",no info
Physical Design Intern - Spring 2021,others,NVIDIA,Canada,,Remote,Remote,,"As a member of the team, you will participate in the efforts in establishing CAD and physical design methodologies (flow and tools development) as well as…",no info
Data Engineer/Python Developer,data engineer,Provectus,Remote,,Remote,Remote,,"A background in development with practical experience in Python for at least 3 years;
Meaningful experience in extracting and loading data from multiple…",experience required
Algorithm Engineer,data engineer,Magna International Inc.,Brampton,, ON,NO,,"Education/Experience PhD or Master’s in computer vision, machine learning, robotics, image/signal processing, mathematics or statistics 5-10 years related…",experience required
Applied Scientist - Trust and Safety (Remote),data scientist,Yelp,Toronto,, ON,Remote,,"Experience with machine learning algorithms and statistical modeling.
You will set up robust statistical experiments to characterize user behaviour, assess our…",experience required
Control Systems Engineer,data engineer,LJ Welding Automation,Edmonton,, AB,NO,$25 - $32 an hour,"Continuous learning of new technologies as required.
Design and execute test plans/procedures to verify reliability and machine safety.",no info
Intern – Data Engineer,data engineer,Rio Tinto,Montreal,, QC,NO,,"Data Science and Data Engineering roles have diverse, multi-industry backgrounds and comprehensive skills in the fields of data modelling, engineering, and…",no info
"Research Engineer, Vision",data engineer,Facebook,Montreal,, QC,NO,,"Experience developing machine learning algorithms or machine learning infrastructure in Python or C/C++.
Experience building systems based on machine learning …",experience required
"Machine Learning Engineer (Canada, Remote)",data scientist,Diligen,Toronto,, ON,Remote,"$74,062 - $188,358 a year","Experience in machine learning techniques for reliable content extraction.
3+ years of professional or academic experience in machine learning.",experience required
Mechanical Designer,others,WeighPack Systems Inc,Saint-Laurent,, QC,NO,,"Experience in pneumatic, automation & machine design.
We are seeking a talented Mechanical Designer who will work as part of the design team, collaborate with…",experience required
Machine Learning Engineer,data scientist,Boast Capital,Montreal,, QC,NO,,"Fullstack development of AI features and applications in various areas of the Boast.
Identify appropriate models to be used and improve model accuracy for the…",no info
Senior Machine Learning Engineer - InSight - OPS,data scientist,Iron Mountain,Remote,,Remote,Remote,,"The ML engineer works closely with multiple internal Iron Mountain teams to develop tech driven implementation solutions, create/enhance tools for performance…",no info
"Director, Data Usability and Ethics",others,Xero,Toronto,, ON,NO,,"You have a deep understanding of the regulatory frameworks and societal expectations around data use and machine-driven decisions, and you know how to translate…",no info
"Research Intern, Multi-Modal Face Tracking (PhD)",others,Facebook,Vancouver,, BC,NO,,"The ideal candidate is pursuing a PhD in computer vision or machine learning research fields, and is passionate about exploring and applying multi-modality…",no info
Python Software Engineer,data engineer,Capgemini,Markham,, ON,NO,,"Investigate, create, and implement the solutions for existing technical challenges, including building/enhancing the Security related functionality.",no info
Sr. Analytics Engineer,data engineer,ACV Auctions,Toronto,, ON,NO,,"The primary customers of the Data team are other internal teams within ACV, whose business objectives and KPIs guide the way we understand problems and evaluate…",no info
QA Engineer,data engineer,Mi9 Retail,Toronto,, ON,NO,,"Mi9 cloud-based solutions incorporate the latest innovations in AI and machine learning to boost system intelligence, automate manual routines, and deliver…",no info
Senior Security Researcher,others,Microsoft,Vancouver,, BC,NO,,"Experience in machine learning and statistics is a bonus but not required.
Coding end-to-end automation, rule-based, statistical, or machine learning pipelines…",experience required
Senior Data Scientist,data scientist,Microsoft,Vancouver,, BC,NO,,"Hands-on 3+ years of experience on machine learning, text analysis, data mining, and NLP.
Work with engineers in different feature areas to deliver the success…",experience required
"Software Engineer, Backend",data engineer,Fathom,Toronto,, ON,NO,,"Know-how of developing systems to do or support machine learning, including experience working with NLP toolkits like Stanford CoreNLP, OpenNLP, and/or Python's…",experience required
Animation R&D Programmer (All Levels),software developer,Rockstar Games,Oakville,, ON,NO,,Rockstar is currently seeking an Animation Programmer with an interest in researching Computer Vision and Machine Learning.,no info
FRL Research Software Engineer,data engineer,Facebook,Toronto,, ON,NO,,"In our collaborative environment, you’ll partner with expert research scientists, hardware engineers and software developers to build groundbreaking prototypes…",no info
Back End Developer,software developer,Olive Technologies,Vancouver,, BC,NO,"$65,000 - $70,000 a year","You have an interest in machine learning and making sense of complex datasets.
Be a key member of our product development team, working with engineers,…",no info
Software Engineer,data engineer,Labatt Breweries of Canada,Toronto,, ON,NO,,"Experience in designing user experiences and building data driven machine learning systems.
Some of the services are asynchronous batch processes supporting off…",experience required
"Data Engineer, Privacy - 6 Month Contract",data engineer,Pelmorex Corp,Oakville,, ON,NO,,"Master’s Degree or equivalent in computer science / software engineering, preferably focused on data mining, machine learning, or related quantitative fields;",no info
Staff Software Engineer,data engineer,Circle,British Columbia,,BC,NO,,"Expert in one of the domains of API design, payments processing, risk/fraud detection, data engineering, machine learning, or blockchains.",no info
Computer Vision Software Engineer,data engineer,Bluewrist,Markham,, ON,NO,,"Design, deploy and maintain standalone industrial machine vision and point-cloud processing applications.
Develop and maintain point cloud and image processing…",no info
Project Manager,others,Willowglen Systems Inc.,Edmonton,, AB,NO,,"The technical project manager will have responsibility of projects from start to finish, engage closely with development teams, and be the prime customer…",no info
Research Intern - Mobile Vision (PhD),others,Facebook,Toronto,, ON,NO,,"Experience in machine learning and optimization.
Experience building systems based on machine learning and/or deep learning methods.",experience required
Program Manager (CS Rep),others,Acerta Analytics Solutions Inc,Kitchener,, ON,NO,,Acerta’s machine learning platforms leverage automotive assembly and vehicle data to detect the earliest indicators of future product failures.,no info
Sr Cloud Big Data Engineer - Canada,data engineer,Northbay,Canada,,Remote,Remote,,"We are an AWS advanced consulting partner certified in big data, public sector, mobile, machine learning, DevOps and education competencies.",no info
Junior Software Developer,software developer,C-CORE,Ottawa,, ON,NO,,We are seeking a junior software developer to join our Ottawa team and provide software development support to existing projects and ongoing R&D activities.,no info
Senior Backend Engineer,data engineer,Replicant,Toronto,, ON,NO,,"Work on interesting challenges - not many of the problems we encounter have frameworks or well-defined solutions.
Speech to Text and/or Text to Speech.",no info
Senior Android Engineer,data engineer,Credit Sesame,Toronto,, ON,NO,,"Perform code reviews alongside senior engineers, collaborating to nail the best software design decisions and code quality;",no info
"Manager, Data Engineering (Remote Option)",data engineer,Clio,Burnaby,, BC,Remote,,"Prior experience with machine learning and data analytics.
As a Manager of Data Engineering you and your team will build our data pipelines, transforms, and…",experience required
Epidemiologist - Predictive Modeling Specialist,software developer,BlueDot Inc.,Toronto,, ON,NO,,"Experience using data science methods for prediction and forecasting (e.g., machine learning, data mining, neural networks, etc.).",experience required
Scrum Master,others,Intact,Montreal,, QC,NO,,"Scrum Master certification is an asset as well as knowledge of Machine learning concept.
Interested in artificial intelligence, able to interact with software…",no info
Data Scientist/Machine Learning Engineer,data scientist,Staffinity Inc.,North York,, ON,NO,"$80,000 - $120,000 a year","We offer competitive salaries and great bonuses and perks!*.
Staffinity is looking for an Data Scientist/Machine Learning Engineer for a permanent, full time…",no info
Senior DevOps Engineer,data engineer,Appnovation Technologies,Montreal,, QC,NO,,"The technology department is focused on delivering software solutions that enable rich consumer experiences, from mobile and web applications to advanced…",experience required
Software Engineer,data engineer,amdocs,Toronto,, ON,NO,,The Partner Lifecycle Management (PLM) pillar is targeted to bridge the long tail of digital partners to service providers.,no info
Assembly Team Employees,others,SureShot Solutions,Lower Sackville,, NS,NO,"$28,000 - $34,000 a year","Comfortable using and learning how to use task specific hand tools.
The Assembly team is responsible for the assembly of finished product dispensing machines in…",no info
Software Support Engineer,data engineer,Librestream Technologies,Winnipeg,, MB,NO,,Frontline workers in 120 countries use the Onsight AR platform on wearables and mobile devices every day to accelerate problem solving and capture data for AI…,no info
Senior Data Engineer,data engineer,Lixar I.T. Inc.,Ottawa,, ON,NO,,"Exposure to data science, machine learning or statistics.
The ideal candidate will be a senior developer who has a strong background in Big Data with a mix of…",no info
Machinist,others,Flex-N-Gate Corporation,Beaverton,, ON,NO,,"Report all machine malfunctions to immediate supervisor.
Fit and assemble machine components and parts to industry standards.
Paid holidays and vacation time.",no info
Sports Betting Python Developer (Data Science team),data scientist,Sports Betting Platform,Remote,,Remote,Remote,"$70,000 - $110,000 a year","As a python data engineer you'll work with the data science team to design, build and improve the tools, libraries and modules data scientists interface with in…",no info
Data Scientist/Machine Learning Engineer,data scientist,Staffinity Inc.,North York,, ON,NO,"$80,000 - $120,000 a year","We offer competitive salaries and great bonuses and perks!*.
Staffinity is looking for an Data Scientist/Machine Learning Engineer for a permanent, full time…",no info
Data Science Engineer,data engineer,Perpetua Labs,Toronto,, ON,NO,,"Proven skills in Data Science, Data Mining, and Machine Learning, covering the spectrum of supervised as well as unsupervised learning algorithms.",no info
Cloud Data Engineer,data engineer,"Applied Systems, Inc.",Remote,,Remote,Remote,,"GOOGLE’S INVESTMENT IN APPLIED- Google/CapitalG made a minority investment in Applied that will spur AI, machine learning, and digital marketing innovation in…",no info
Corporate Development Associate,others,AbCellera,Vancouver,, BC,NO,,"Reporting into the Senior Manager, Corporate Development, you will take an active role in assessing new strategic opportunities and partnerships and conducting…",no info
Computer Vision Software Engineer,data engineer,Bluewrist,Markham,, ON,NO,,"Design, deploy and maintain standalone industrial machine vision and point-cloud processing applications.
Develop and maintain point cloud and image processing…",no info
Senior Frontend Engineer,data engineer,BBTV,Vancouver,, BC,NO,,"We have built proprietary VISO technologies leveraging machine learning, digital signal processing and big data to power our platform and ecosystem.",no info
Full-Stack JavaScript Engineer,data engineer,SoundHound Inc.,Toronto,, ON,NO,,"Collaborate with the product team, UX team, QA team, and server-side developers to deliver compelling and delightful user experiences.",experience required
Cloud Software Engineer,data engineer,Titan Logix,Edmonton,, AB,NO,"$85,000 a year","We are a leading provider of Guided Wave Radar (GWR) gauges for level measurement and overfill prevention, primarily for use in the mobile tanker truck market,…",no info
Automation Technician,others,Bluewrist,Markham,, ON,NO,,"Collaborating with stakeholders, application engineer, computer vision software developer, and other software developer to design and maintain robot and vision…",no info
Full Stack Engineer,data engineer,Neurio Technology,Vancouver,, BC,NO,,"You will have significant responsibility and influence in shaping the applications you build.
We are looking for someone to iterate quickly on all stages from…",no info
Product Manager – Data Science,data scientist,Aviva,Markham,, ON,NO,,You will work directly with various business stakeholders and drive the roadmap for future products and innovative solutions.,no info
Hardware Engineer,data engineer,ZeroKey,Calgary,, AB,NO,"$60,000 - $90,000 a year","Work with numerical problems typically found in scientific computing applications and machine learning.
Operating within our R&D team, the role spans a variety…",no info
Machine Learning Infrastructure Engineer,data scientist,IBM,Markham,, ON,NO,,"Good understanding of machine learning concepts.
Experience with design and development of highly scalable, productiongrade cloud micro services for machine…",experience required
Senior Security Researcher,others,Microsoft,Vancouver,, BC,NO,,"Experience in machine learning and statistics is a bonus but not required.
Coding end-to-end automation, rule-based, statistical, or machine learning pipelines…",experience required
Big Data Engineer (Remote Optional),data engineer,Centro,Ontario,,ON,Remote,,Our platform processes over 300 billion events per day and uses AI and machine learning to automate and simplify the entire digital campaign process.,no info
QA Engineer,data engineer,Mi9 Retail,Toronto,, ON,NO,,"Mi9 cloud-based solutions incorporate the latest innovations in AI and machine learning to boost system intelligence, automate manual routines, and deliver…",no info
Data Engineer,data engineer,ecobee,Toronto,, ON,NO,,"Working closely with product, platform, server and mobile teams you will work to collect, preprocess and prepare our data in order to fulfill machine learning…",no info
"Senior Software Engineer, Health Tools",data engineer,Twitter,Toronto,, ON,NO,,Health Tools builds scalable tools and systems to fairly and consistently enforce our policies so that our users feel safe to participate on our platform.,no info
Construction Surveyor,others,"PME, Inc",Fort Saskatchewan,, AB,NO,,"Proficient with RTK GPS, rod and level, laser level, machine control and robotic total station measuring equipment.",no info
Staff Engineer - Data,data engineer,BenchSci,Toronto,, ON,NO,,"Domain expertise in either machine learning, distributed systems, data engineering, or cloud infrastructure.
The Staff Engineer will help foster the growth and…",no info
Senior Software Engineer,data engineer,Text IQ,Vancouver,, BC,NO,,"Collaborate with other engineers and Product team to deliver strong customer-focused experiences.
As a Senior Software Engineer, you will be responsible for the…",experience required
Head of Rates Data (SVP),others,Citi,Mississauga,, ON,NO,,"Work in a leading banking environment learning high criticality, high volume complex trading systems.
As a key engineering group with direct responsibility to…",no info
Product Manager,others,Hopper,Canada,,Remote,Remote,,"Technical depth and ability to effectively lead conversations with engineers and data scientists.
Work with a cross-functional team of product designers, data…",no info
Software Applications Engineer,data engineer,Praemo,Kitchener,, ON,NO,,"Support the deployment of machine learning based products/solutions, which provide descriptive, diagnostic, predictive, or prescriptive models based on data in…",no info
Data Scientist/Machine Learning Engineer,data scientist,Staffinity Inc.,North York,, ON,NO,"$80,000 - $120,000 a year","We offer competitive salaries and great bonuses and perks!*.
Staffinity is looking for an Data Scientist/Machine Learning Engineer for a permanent, full time…",no info
Lead Full Stack Software Development Engineer,data engineer,MasterCard,Vancouver,, BC,NO,,"The Digital Insights Platform (DIP) team is looking for a Lead Full Stack Software Development Engineer to provide technical ownership, with an emphasis on…",no info
Data Scientist(ML-Ops),data scientist,Loblaw Companies Limited,Brampton,, ON,NO,,"Proven experience creating data architectures ,data augmentation and machine learning pipelines.
Build and deliver complex machine learning models and perform…",experience required
Software Engineer - .NET,data engineer,Egress Software Technologies,Richmond Hill,, ON,NO,"$70,000 - $100,000 a year","Our human layer security platform uses contextual machine learning, powerful encryption and analytics technologies to prevent human-activated data breaches,…",no info
Software Engineer - Intern,data engineer,Bitcoin Bay Corp,Toronto,, ON,NO,,"Proficiency in NumPy, SciPy, Pandas, or popular machine learning libraries.
If possible, we will help you get school credit.*.
Part-time hours: 25 per week.",no info
"Software Engineer, Backend",data engineer,Fathom,Toronto,, ON,NO,,"Know-how of developing systems to do or support machine learning, including experience working with NLP toolkits like Stanford CoreNLP, OpenNLP, and/or Python's…",experience required
Senior Software Developer,software developer,Koïos Intelligence,Montreal,, QC,NO,,"An experience with machine learning frameworks as Keras or Tensorflow is a plus.
Ability to build and optimize models using machine learning techniques…",experience required
"Senior Product Manager, Machine Learning",data scientist,SurveyMonkey,Ottawa,, ON,NO,,Our team consists of machine learning engineers and data scientists who are passionate about optimizing and innovating across SurveyMonkey's product portfolio…,no info
Senior Mechanical Engineer,data engineer,Accelerated Systems Inc.,Waterloo,, ON,NO,,"The selected individual will enjoy learning and implementing new technologies while creating innovative solutions.
Previous work with motors is an asset.",no info
"Senior Software Engineer, Test",data engineer,Faire,Kitchener,, ON,NO,,"You will also review UX designs and provide feedback on design quality and usability.
Work with developers to assist in creating test scripts and teach them to…",no info
